"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.04.2021 17:30 - 05.04.2021 17:45","52488","55954"
"05.04.2021 17:45 - 05.04.2021 18:00","51933","55789"
"05.04.2021 18:00 - 05.04.2021 18:15","52056","56302"
"05.04.2021 18:15 - 05.04.2021 18:30","51661","56130"
"05.04.2021 18:30 - 05.04.2021 18:45","51535","55669"
"05.04.2021 18:45 - 05.04.2021 19:00","51298","55390"
"05.04.2021 19:00 - 05.04.2021 19:15","50500","55271"
"05.04.2021 19:15 - 05.04.2021 19:30","50308","54974"
"05.04.2021 19:30 - 05.04.2021 19:45","49710","54862"
"05.04.2021 19:45 - 05.04.2021 20:00","49890","54844"
"05.04.2021 20:00 - 05.04.2021 20:15","49842","55544"
"05.04.2021 20:15 - 05.04.2021 20:30","49235","54766"
"05.04.2021 20:30 - 05.04.2021 20:45","48643","54040"
"05.04.2021 20:45 - 05.04.2021 21:00","47835","53614"
"05.04.2021 21:00 - 05.04.2021 21:15","47104","53469"
"05.04.2021 21:15 - 05.04.2021 21:30","46284","52544"
"05.04.2021 21:30 - 05.04.2021 21:45","45616","52092"
"05.04.2021 21:45 - 05.04.2021 22:00","45179","51599"
"05.04.2021 22:00 - 05.04.2021 22:15","46174","50502"
"05.04.2021 22:15 - 05.04.2021 22:30","45605","49813"
"05.04.2021 22:30 - 05.04.2021 22:45","45157","49331"
"05.04.2021 22:45 - 05.04.2021 23:00","44810","48910"
"05.04.2021 23:00 - 05.04.2021 23:15","44109","48577"
"05.04.2021 23:15 - 05.04.2021 23:30","43818","48210"
"05.04.2021 23:30 - 05.04.2021 23:45","43612","48095"
"05.04.2021 23:45 - 06.04.2021 00:00","43314","48039"
"06.04.2021 00:00 - 06.04.2021 00:15","43222","47714"
"06.04.2021 00:15 - 06.04.2021 00:30","43281","47615"
"06.04.2021 00:30 - 06.04.2021 00:45","43261","47730"
"06.04.2021 00:45 - 06.04.2021 01:00","43298","47516"
"06.04.2021 01:00 - 06.04.2021 01:15","43555","47656"
"06.04.2021 01:15 - 06.04.2021 01:30","43819","47858"
"06.04.2021 01:30 - 06.04.2021 01:45","43891","48027"
"06.04.2021 01:45 - 06.04.2021 02:00","44214","48068"
"06.04.2021 02:00 - 06.04.2021 02:15","44703","48444"
"06.04.2021 02:15 - 06.04.2021 02:30","45153","48743"
"06.04.2021 02:30 - 06.04.2021 02:45","45605","49132"
"06.04.2021 02:45 - 06.04.2021 03:00","46096","49982"
"06.04.2021 03:00 - 06.04.2021 03:15","47518","51498"
"06.04.2021 03:15 - 06.04.2021 03:30","48225","52373"
"06.04.2021 03:30 - 06.04.2021 03:45","49319","53770"
"06.04.2021 03:45 - 06.04.2021 04:00","51102","55064"
"06.04.2021 04:00 - 06.04.2021 04:15","53393","57693"
"06.04.2021 04:15 - 06.04.2021 04:30","55380","59224"
"06.04.2021 04:30 - 06.04.2021 04:45","56688","60051"
"06.04.2021 04:45 - 06.04.2021 05:00","57935","61000"
"06.04.2021 05:00 - 06.04.2021 05:15","59477","62566"
"06.04.2021 05:15 - 06.04.2021 05:30","60050","63514"
"06.04.2021 05:30 - 06.04.2021 05:45","60641","64904"
"06.04.2021 05:45 - 06.04.2021 06:00","60961","66111"
"06.04.2021 06:00 - 06.04.2021 06:15","61899","67482"
"06.04.2021 06:15 - 06.04.2021 06:30","62255","68112"
"06.04.2021 06:30 - 06.04.2021 06:45","62071","68733"
"06.04.2021 06:45 - 06.04.2021 07:00","62609","69039"
"06.04.2021 07:00 - 06.04.2021 07:15","62589","69411"
"06.04.2021 07:15 - 06.04.2021 07:30","63132","69978"
"06.04.2021 07:30 - 06.04.2021 07:45","63782","70702"
"06.04.2021 07:45 - 06.04.2021 08:00","64229","71440"
"06.04.2021 08:00 - 06.04.2021 08:15","64640","71845"
"06.04.2021 08:15 - 06.04.2021 08:30","64781","72604"
"06.04.2021 08:30 - 06.04.2021 08:45","65208","73132"
"06.04.2021 08:45 - 06.04.2021 09:00","65619","73520"
"06.04.2021 09:00 - 06.04.2021 09:15","65909","73694"
"06.04.2021 09:15 - 06.04.2021 09:30","66741","74128"
"06.04.2021 09:30 - 06.04.2021 09:45","67004","74428"
"06.04.2021 09:45 - 06.04.2021 10:00","67092","75037"
"06.04.2021 10:00 - 06.04.2021 10:15","66549","74577"
"06.04.2021 10:15 - 06.04.2021 10:30","66682","74514"
"06.04.2021 10:30 - 06.04.2021 10:45","66639","74130"
"06.04.2021 10:45 - 06.04.2021 11:00","66615","73886"
"06.04.2021 11:00 - 06.04.2021 11:15","66271","73119"
"06.04.2021 11:15 - 06.04.2021 11:30","65632","72629"
"06.04.2021 11:30 - 06.04.2021 11:45","64914","72131"
"06.04.2021 11:45 - 06.04.2021 12:00","64169","71698"
"06.04.2021 12:00 - 06.04.2021 12:15","63940","71344"
"06.04.2021 12:15 - 06.04.2021 12:30","63851","71112"
"06.04.2021 12:30 - 06.04.2021 12:45","63257","71268"
"06.04.2021 12:45 - 06.04.2021 13:00","63342","71236"
"06.04.2021 13:00 - 06.04.2021 13:15","63098","71212"
"06.04.2021 13:15 - 06.04.2021 13:30","62676","70868"
"06.04.2021 13:30 - 06.04.2021 13:45","62137","70388"
"06.04.2021 13:45 - 06.04.2021 14:00","61703","69883"
"06.04.2021 14:00 - 06.04.2021 14:15","61640","69158"
"06.04.2021 14:15 - 06.04.2021 14:30","61177","68180"
"06.04.2021 14:30 - 06.04.2021 14:45","60704","67917"
"06.04.2021 14:45 - 06.04.2021 15:00","60660","67852"
"06.04.2021 15:00 - 06.04.2021 15:15","60568","68132"
"06.04.2021 15:15 - 06.04.2021 15:30","60742","68141"
"06.04.2021 15:30 - 06.04.2021 15:45","60764","68183"
"06.04.2021 15:45 - 06.04.2021 16:00","60780","68038"
"06.04.2021 16:00 - 06.04.2021 16:15","60775","68836"
"06.04.2021 16:15 - 06.04.2021 16:30","60550","68397"
"06.04.2021 16:30 - 06.04.2021 16:45","60705","67964"
"06.04.2021 16:45 - 06.04.2021 17:00","60922","67755"
"06.04.2021 17:00 - 06.04.2021 17:15","61213","67655"
"06.04.2021 17:15 - 06.04.2021 17:30","60894","67332"
"06.04.2021 17:30 - 06.04.2021 17:45","60846","67652"
"06.04.2021 17:45 - 06.04.2021 18:00","60781","67051"
"06.04.2021 18:00 - 06.04.2021 18:15","60736","66833"
"06.04.2021 18:15 - 06.04.2021 18:30","60164","66799"
"06.04.2021 18:30 - 06.04.2021 18:45","59666","66655"
"06.04.2021 18:45 - 06.04.2021 19:00","59082","65952"
"06.04.2021 19:00 - 06.04.2021 19:15","58446","64845"
"06.04.2021 19:15 - 06.04.2021 19:30","57739","63833"
"06.04.2021 19:30 - 06.04.2021 19:45","56821","62861"
"06.04.2021 19:45 - 06.04.2021 20:00","56157","62207"
"06.04.2021 20:00 - 06.04.2021 20:15","55949","61894"
"06.04.2021 20:15 - 06.04.2021 20:30","55172","61440"
"06.04.2021 20:30 - 06.04.2021 20:45","54243","60308"
"06.04.2021 20:45 - 06.04.2021 21:00","53087","59589"
"06.04.2021 21:00 - 06.04.2021 21:15","52093","58550"
"06.04.2021 21:15 - 06.04.2021 21:30","50993","58006"
"06.04.2021 21:30 - 06.04.2021 21:45","50056","56921"
"06.04.2021 21:45 - 06.04.2021 22:00","49375","56246"
"06.04.2021 22:00 - 06.04.2021 22:15","50371","55847"
"06.04.2021 22:15 - 06.04.2021 22:30","50024","55099"
"06.04.2021 22:30 - 06.04.2021 22:45","49621","54821"
"06.04.2021 22:45 - 06.04.2021 23:00","49169","54323"
"06.04.2021 23:00 - 06.04.2021 23:15","48443","53175"
"06.04.2021 23:15 - 06.04.2021 23:30","47921","52824"
"06.04.2021 23:30 - 06.04.2021 23:45","47834","52930"
"06.04.2021 23:45 - 07.04.2021 00:00","47389","52613"
"07.04.2021 00:00 - 07.04.2021 00:15","47013","51996"
"07.04.2021 00:15 - 07.04.2021 00:30","47133","51647"
"07.04.2021 00:30 - 07.04.2021 00:45","47080","51541"
"07.04.2021 00:45 - 07.04.2021 01:00","47035","51608"
"07.04.2021 01:00 - 07.04.2021 01:15","47137","52001"
"07.04.2021 01:15 - 07.04.2021 01:30","47357","51955"
"07.04.2021 01:30 - 07.04.2021 01:45","47330","51954"
"07.04.2021 01:45 - 07.04.2021 02:00","47630","52302"
"07.04.2021 02:00 - 07.04.2021 02:15","47929","52988"
"07.04.2021 02:15 - 07.04.2021 02:30","48423","53472"
"07.04.2021 02:30 - 07.04.2021 02:45","48434","53858"
"07.04.2021 02:45 - 07.04.2021 03:00","49047","54822"
"07.04.2021 03:00 - 07.04.2021 03:15","50199","55649"
"07.04.2021 03:15 - 07.04.2021 03:30","50634","56323"
"07.04.2021 03:30 - 07.04.2021 03:45","51573","57420"
"07.04.2021 03:45 - 07.04.2021 04:00","52872","58784"
"07.04.2021 04:00 - 07.04.2021 04:15","55180","60845"
"07.04.2021 04:15 - 07.04.2021 04:30","56859","62633"
"07.04.2021 04:30 - 07.04.2021 04:45","58022","63835"
"07.04.2021 04:45 - 07.04.2021 05:00","58933","64513"
"07.04.2021 05:00 - 07.04.2021 05:15","60863","65990"
"07.04.2021 05:15 - 07.04.2021 05:30","61630","66993"
"07.04.2021 05:30 - 07.04.2021 05:45","62239","68309"
"07.04.2021 05:45 - 07.04.2021 06:00","62483","69195"
"07.04.2021 06:00 - 07.04.2021 06:15","63449","70177"
"07.04.2021 06:15 - 07.04.2021 06:30","63722","70641"
"07.04.2021 06:30 - 07.04.2021 06:45","63679","71410"
"07.04.2021 06:45 - 07.04.2021 07:00","64166","72260"
"07.04.2021 07:00 - 07.04.2021 07:15","63851","72250"
"07.04.2021 07:15 - 07.04.2021 07:30","64497","72843"
"07.04.2021 07:30 - 07.04.2021 07:45","65090","73699"
"07.04.2021 07:45 - 07.04.2021 08:00","65394","74131"
"07.04.2021 08:00 - 07.04.2021 08:15","65744","74050"
"07.04.2021 08:15 - 07.04.2021 08:30","65858","74699"
"07.04.2021 08:30 - 07.04.2021 08:45","66216","75520"
"07.04.2021 08:45 - 07.04.2021 09:00","66493","76106"
"07.04.2021 09:00 - 07.04.2021 09:15","66743","76649"
"07.04.2021 09:15 - 07.04.2021 09:30","67251","77284"
"07.04.2021 09:30 - 07.04.2021 09:45","67426","77662"
"07.04.2021 09:45 - 07.04.2021 10:00","67538","77899"
"07.04.2021 10:00 - 07.04.2021 10:15","67227","77449"
"07.04.2021 10:15 - 07.04.2021 10:30","67223","76889"
"07.04.2021 10:30 - 07.04.2021 10:45","67012","76904"
"07.04.2021 10:45 - 07.04.2021 11:00","66901","76926"
"07.04.2021 11:00 - 07.04.2021 11:15","66534","76757"
"07.04.2021 11:15 - 07.04.2021 11:30","66066","76014"
"07.04.2021 11:30 - 07.04.2021 11:45","65368","75205"
"07.04.2021 11:45 - 07.04.2021 12:00","64550","74673"
"07.04.2021 12:00 - 07.04.2021 12:15","64433","74463"
"07.04.2021 12:15 - 07.04.2021 12:30","64207","74616"
"07.04.2021 12:30 - 07.04.2021 12:45","63719","74172"
"07.04.2021 12:45 - 07.04.2021 13:00","63991","73060"
"07.04.2021 13:00 - 07.04.2021 13:15","63631","73200"
"07.04.2021 13:15 - 07.04.2021 13:30","63218","72622"
"07.04.2021 13:30 - 07.04.2021 13:45","62819","72365"
"07.04.2021 13:45 - 07.04.2021 14:00","62285","71828"
"07.04.2021 14:00 - 07.04.2021 14:15","62446","71268"
"07.04.2021 14:15 - 07.04.2021 14:30","62028","70796"
"07.04.2021 14:30 - 07.04.2021 14:45","61438","70466"
"07.04.2021 14:45 - 07.04.2021 15:00","61357","70119"
"07.04.2021 15:00 - 07.04.2021 15:15","61474","70145"
"07.04.2021 15:15 - 07.04.2021 15:30","61599","69979"
"07.04.2021 15:30 - 07.04.2021 15:45","61584","69709"
"07.04.2021 15:45 - 07.04.2021 16:00","61608","69984"
"07.04.2021 16:00 - 07.04.2021 16:15","61726","70212"
"07.04.2021 16:15 - 07.04.2021 16:30","61679","70114"
"07.04.2021 16:30 - 07.04.2021 16:45","61889","69767"
"07.04.2021 16:45 - 07.04.2021 17:00","62149","69682"
"07.04.2021 17:00 - 07.04.2021 17:15","62617","69655"
"07.04.2021 17:15 - 07.04.2021 17:30","62329","69563"
"07.04.2021 17:30 - 07.04.2021 17:45","62161","69488"
"07.04.2021 17:45 - 07.04.2021 18:00","61995","69123"
"07.04.2021 18:00 - 07.04.2021 18:15","61691","68829"
"07.04.2021 18:15 - 07.04.2021 18:30","60962","68312"
"07.04.2021 18:30 - 07.04.2021 18:45","60430","68095"
"07.04.2021 18:45 - 07.04.2021 19:00","60032","67521"
"07.04.2021 19:00 - 07.04.2021 19:15","59182","66422"
"07.04.2021 19:15 - 07.04.2021 19:30","58513","65647"
"07.04.2021 19:30 - 07.04.2021 19:45","57505","64977"
"07.04.2021 19:45 - 07.04.2021 20:00","56988","64363"
"07.04.2021 20:00 - 07.04.2021 20:15","56604","63999"
"07.04.2021 20:15 - 07.04.2021 20:30","55976","63163"
"07.04.2021 20:30 - 07.04.2021 20:45","55081","62264"
"07.04.2021 20:45 - 07.04.2021 21:00","53909","61309"
"07.04.2021 21:00 - 07.04.2021 21:15","52921","60400"
"07.04.2021 21:15 - 07.04.2021 21:30","51958","59652"
"07.04.2021 21:30 - 07.04.2021 21:45","51170","59082"
"07.04.2021 21:45 - 07.04.2021 22:00","50744","58182"
"07.04.2021 22:00 - 07.04.2021 22:15","51268","57046"
"07.04.2021 22:15 - 07.04.2021 22:30","50655","56552"
"07.04.2021 22:30 - 07.04.2021 22:45","50336","56348"
"07.04.2021 22:45 - 07.04.2021 23:00","49738","55619"
"07.04.2021 23:00 - 07.04.2021 23:15","48918","54940"
"07.04.2021 23:15 - 07.04.2021 23:30","48069","54427"
"07.04.2021 23:30 - 07.04.2021 23:45","48049","54179"
"07.04.2021 23:45 - 08.04.2021 00:00","47777","53652"
"08.04.2021 00:00 - 08.04.2021 00:15","47577","53411"
"08.04.2021 00:15 - 08.04.2021 00:30","47523","53295"
"08.04.2021 00:30 - 08.04.2021 00:45","47517","53112"
"08.04.2021 00:45 - 08.04.2021 01:00","47578","52965"
"08.04.2021 01:00 - 08.04.2021 01:15","47733","52940"
"08.04.2021 01:15 - 08.04.2021 01:30","48003","52913"
"08.04.2021 01:30 - 08.04.2021 01:45","47936","52845"
"08.04.2021 01:45 - 08.04.2021 02:00","48508","53176"
"08.04.2021 02:00 - 08.04.2021 02:15","48871","53533"
"08.04.2021 02:15 - 08.04.2021 02:30","49402","53873"
"08.04.2021 02:30 - 08.04.2021 02:45","49629","54573"
"08.04.2021 02:45 - 08.04.2021 03:00","50135","55127"
"08.04.2021 03:00 - 08.04.2021 03:15","51434","56387"
"08.04.2021 03:15 - 08.04.2021 03:30","52139","56916"
"08.04.2021 03:30 - 08.04.2021 03:45","52867","57641"
"08.04.2021 03:45 - 08.04.2021 04:00","54288","58688"
"08.04.2021 04:00 - 08.04.2021 04:15","56443","60953"
"08.04.2021 04:15 - 08.04.2021 04:30","58080","62339"
"08.04.2021 04:30 - 08.04.2021 04:45","59285","63752"
"08.04.2021 04:45 - 08.04.2021 05:00","60110","64434"
"08.04.2021 05:00 - 08.04.2021 05:15","61741","65729"
"08.04.2021 05:15 - 08.04.2021 05:30","61194","66573"
"08.04.2021 05:30 - 08.04.2021 05:45","61954","67483"
"08.04.2021 05:45 - 08.04.2021 06:00","62218","68074"
"08.04.2021 06:00 - 08.04.2021 06:15","63043","69341"
"08.04.2021 06:15 - 08.04.2021 06:30","63289","69936"
"08.04.2021 06:30 - 08.04.2021 06:45","63371","70178"
"08.04.2021 06:45 - 08.04.2021 07:00","63967","70536"
"08.04.2021 07:00 - 08.04.2021 07:15","64107","70524"
"08.04.2021 07:15 - 08.04.2021 07:30","64714","70898"
"08.04.2021 07:30 - 08.04.2021 07:45","65090","71054"
"08.04.2021 07:45 - 08.04.2021 08:00","65348","71641"
"08.04.2021 08:00 - 08.04.2021 08:15","65747","71685"
"08.04.2021 08:15 - 08.04.2021 08:30","65832","71642"
"08.04.2021 08:30 - 08.04.2021 08:45","66475","71954"
"08.04.2021 08:45 - 08.04.2021 09:00","67078","72234"
"08.04.2021 09:00 - 08.04.2021 09:15","67158","72795"
"08.04.2021 09:15 - 08.04.2021 09:30","67652","73584"
"08.04.2021 09:30 - 08.04.2021 09:45","68099","73857"
"08.04.2021 09:45 - 08.04.2021 10:00","68228","73811"
"08.04.2021 10:00 - 08.04.2021 10:15","67454","73466"
"08.04.2021 10:15 - 08.04.2021 10:30","67870","72765"
"08.04.2021 10:30 - 08.04.2021 10:45","67450","72571"
"08.04.2021 10:45 - 08.04.2021 11:00","67506","71961"
"08.04.2021 11:00 - 08.04.2021 11:15","66637","71342"
"08.04.2021 11:15 - 08.04.2021 11:30","66181","70871"
"08.04.2021 11:30 - 08.04.2021 11:45","65393","70368"
"08.04.2021 11:45 - 08.04.2021 12:00","65053","69977"
"08.04.2021 12:00 - 08.04.2021 12:15","64902","69695"
"08.04.2021 12:15 - 08.04.2021 12:30","65000","69200"
"08.04.2021 12:30 - 08.04.2021 12:45","64318","68889"
"08.04.2021 12:45 - 08.04.2021 13:00","64739","68434"
"08.04.2021 13:00 - 08.04.2021 13:15","64356","68367"
"08.04.2021 13:15 - 08.04.2021 13:30","64275","68113"
"08.04.2021 13:30 - 08.04.2021 13:45","63689","67564"
"08.04.2021 13:45 - 08.04.2021 14:00","63415","66928"
"08.04.2021 14:00 - 08.04.2021 14:15","63428","66415"
"08.04.2021 14:15 - 08.04.2021 14:30","62959","66258"
"08.04.2021 14:30 - 08.04.2021 14:45","62598","66079"
"08.04.2021 14:45 - 08.04.2021 15:00","62642","65684"
"08.04.2021 15:00 - 08.04.2021 15:15","62931","66200"
"08.04.2021 15:15 - 08.04.2021 15:30","63021","66142"
"08.04.2021 15:30 - 08.04.2021 15:45","63096","66023"
"08.04.2021 15:45 - 08.04.2021 16:00","63201","66371"
"08.04.2021 16:00 - 08.04.2021 16:15","63338","66672"
"08.04.2021 16:15 - 08.04.2021 16:30","62992","65797"
"08.04.2021 16:30 - 08.04.2021 16:45","63151","65831"
"08.04.2021 16:45 - 08.04.2021 17:00","63210","65910"
"08.04.2021 17:00 - 08.04.2021 17:15","63633","65899"
"08.04.2021 17:15 - 08.04.2021 17:30","63277","65652"
"08.04.2021 17:30 - 08.04.2021 17:45","63160","65732"
"08.04.2021 17:45 - 08.04.2021 18:00","62750","65893"
"08.04.2021 18:00 - 08.04.2021 18:15","62480","65638"
"08.04.2021 18:15 - 08.04.2021 18:30","61770","65756"
"08.04.2021 18:30 - 08.04.2021 18:45","61303","65688"
"08.04.2021 18:45 - 08.04.2021 19:00","60726","65065"
"08.04.2021 19:00 - 08.04.2021 19:15","59828","64487"
"08.04.2021 19:15 - 08.04.2021 19:30","59195","63608"
"08.04.2021 19:30 - 08.04.2021 19:45","58048","62893"
"08.04.2021 19:45 - 08.04.2021 20:00","57675","62311"
"08.04.2021 20:00 - 08.04.2021 20:15","57407","62047"
"08.04.2021 20:15 - 08.04.2021 20:30","56668","61497"
"08.04.2021 20:30 - 08.04.2021 20:45","56222","60992"
"08.04.2021 20:45 - 08.04.2021 21:00","54874","59908"
"08.04.2021 21:00 - 08.04.2021 21:15","54298","58969"
"08.04.2021 21:15 - 08.04.2021 21:30","53296","58251"
"08.04.2021 21:30 - 08.04.2021 21:45","52342","57613"
"08.04.2021 21:45 - 08.04.2021 22:00","51957","56811"
"08.04.2021 22:00 - 08.04.2021 22:15","52733","55842"
"08.04.2021 22:15 - 08.04.2021 22:30","51532","55238"
"08.04.2021 22:30 - 08.04.2021 22:45","51655","54949"
"08.04.2021 22:45 - 08.04.2021 23:00","51165","54453"
"08.04.2021 23:00 - 08.04.2021 23:15","50094","53914"
"08.04.2021 23:15 - 08.04.2021 23:30","49122","53531"
"08.04.2021 23:30 - 08.04.2021 23:45","49464","53379"
"08.04.2021 23:45 - 09.04.2021 00:00","49193","53093"
"09.04.2021 00:00 - 09.04.2021 00:15","49050","52643"
"09.04.2021 00:15 - 09.04.2021 00:30","48576","52571"
"09.04.2021 00:30 - 09.04.2021 00:45","48457","52647"
"09.04.2021 00:45 - 09.04.2021 01:00","49021","52538"
"09.04.2021 01:00 - 09.04.2021 01:15","48769","52766"
"09.04.2021 01:15 - 09.04.2021 01:30","49352","53042"
"09.04.2021 01:30 - 09.04.2021 01:45","48998","53312"
"09.04.2021 01:45 - 09.04.2021 02:00","49737","53500"
"09.04.2021 02:00 - 09.04.2021 02:15","49912","54221"
"09.04.2021 02:15 - 09.04.2021 02:30","50758","54708"
"09.04.2021 02:30 - 09.04.2021 02:45","50963","55159"
"09.04.2021 02:45 - 09.04.2021 03:00","51186","55688"
"09.04.2021 03:00 - 09.04.2021 03:15","52712","56780"
"09.04.2021 03:15 - 09.04.2021 03:30","53189","57249"
"09.04.2021 03:30 - 09.04.2021 03:45","53616","57917"
"09.04.2021 03:45 - 09.04.2021 04:00","55163","59285"
"09.04.2021 04:00 - 09.04.2021 04:15","57088","61396"
"09.04.2021 04:15 - 09.04.2021 04:30","58658","62960"
"09.04.2021 04:30 - 09.04.2021 04:45","59578","63825"
"09.04.2021 04:45 - 09.04.2021 05:00","59826","64526"
"09.04.2021 05:00 - 09.04.2021 05:15","61976","65809"
"09.04.2021 05:15 - 09.04.2021 05:30","61998","66857"
"09.04.2021 05:30 - 09.04.2021 05:45","62822","67666"
"09.04.2021 05:45 - 09.04.2021 06:00","63420","68564"
"09.04.2021 06:00 - 09.04.2021 06:15","64435","69392"
"09.04.2021 06:15 - 09.04.2021 06:30","64731","69899"
"09.04.2021 06:30 - 09.04.2021 06:45","64967","70113"
"09.04.2021 06:45 - 09.04.2021 07:00","65770","70560"
"09.04.2021 07:00 - 09.04.2021 07:15","65463","69969"
"09.04.2021 07:15 - 09.04.2021 07:30","66064","70485"
"09.04.2021 07:30 - 09.04.2021 07:45","66353","70711"
"09.04.2021 07:45 - 09.04.2021 08:00","66912","70903"
"09.04.2021 08:00 - 09.04.2021 08:15","67257","70789"
"09.04.2021 08:15 - 09.04.2021 08:30","67663","70773"
"09.04.2021 08:30 - 09.04.2021 08:45","67896","70864"
"09.04.2021 08:45 - 09.04.2021 09:00","68023","71066"
"09.04.2021 09:00 - 09.04.2021 09:15","68284","71969"
"09.04.2021 09:15 - 09.04.2021 09:30","68461","72615"
"09.04.2021 09:30 - 09.04.2021 09:45","69276","72544"
"09.04.2021 09:45 - 09.04.2021 10:00","69472","72457"
"09.04.2021 10:00 - 09.04.2021 10:15","68143","72108"
"09.04.2021 10:15 - 09.04.2021 10:30","68234","71792"
"09.04.2021 10:30 - 09.04.2021 10:45","67704","71389"
"09.04.2021 10:45 - 09.04.2021 11:00","67719","71102"
"09.04.2021 11:00 - 09.04.2021 11:15","66817","70462"
"09.04.2021 11:15 - 09.04.2021 11:30","66570","70084"
"09.04.2021 11:30 - 09.04.2021 11:45","65036","69658"
"09.04.2021 11:45 - 09.04.2021 12:00","64976","68830"
"09.04.2021 12:00 - 09.04.2021 12:15","65152","68562"
"09.04.2021 12:15 - 09.04.2021 12:30","64681","67874"
"09.04.2021 12:30 - 09.04.2021 12:45","63502","66872"
"09.04.2021 12:45 - 09.04.2021 13:00","64285","66417"
"09.04.2021 13:00 - 09.04.2021 13:15","63966","66236"
"09.04.2021 13:15 - 09.04.2021 13:30","64149","65632"
"09.04.2021 13:30 - 09.04.2021 13:45","63207","64886"
"09.04.2021 13:45 - 09.04.2021 14:00","63146","64746"
"09.04.2021 14:00 - 09.04.2021 14:15","62651","64718"
"09.04.2021 14:15 - 09.04.2021 14:30","62497","64445"
"09.04.2021 14:30 - 09.04.2021 14:45","62263","64175"
"09.04.2021 14:45 - 09.04.2021 15:00","62409","64085"
"09.04.2021 15:00 - 09.04.2021 15:15","62664","64012"
"09.04.2021 15:15 - 09.04.2021 15:30","63031","63748"
"09.04.2021 15:30 - 09.04.2021 15:45","63065","63816"
"09.04.2021 15:45 - 09.04.2021 16:00","62628","63707"
"09.04.2021 16:00 - 09.04.2021 16:15","62970","63654"
"09.04.2021 16:15 - 09.04.2021 16:30","62770","63168"
"09.04.2021 16:30 - 09.04.2021 16:45","63139","63592"
"09.04.2021 16:45 - 09.04.2021 17:00","62326","63578"
"09.04.2021 17:00 - 09.04.2021 17:15","63612","63648"
"09.04.2021 17:15 - 09.04.2021 17:30","62685","63072"
"09.04.2021 17:30 - 09.04.2021 17:45","62630","63244"
"09.04.2021 17:45 - 09.04.2021 18:00","61807","62879"
"09.04.2021 18:00 - 09.04.2021 18:15","61773","62944"
"09.04.2021 18:15 - 09.04.2021 18:30","60839","62793"
"09.04.2021 18:30 - 09.04.2021 18:45","61290","62659"
"09.04.2021 18:45 - 09.04.2021 19:00","60452","61484"
"09.04.2021 19:00 - 09.04.2021 19:15","59334","60856"
"09.04.2021 19:15 - 09.04.2021 19:30","58339","59830"
"09.04.2021 19:30 - 09.04.2021 19:45","56680","58984"
"09.04.2021 19:45 - 09.04.2021 20:00","56789","57864"
"09.04.2021 20:00 - 09.04.2021 20:15","56391","57418"
"09.04.2021 20:15 - 09.04.2021 20:30","55489","56900"
"09.04.2021 20:30 - 09.04.2021 20:45","55882","55804"
"09.04.2021 20:45 - 09.04.2021 21:00","54248","55311"
"09.04.2021 21:00 - 09.04.2021 21:15","53638","54199"
